id,title,genres,keywords,cast,director,overview,popularity,vote_average,vote_count,release_date,budget,revenue,runtime,original_language,release_year,return_on_investment,runtime_category,weighted_score,metadata_soup,soup_length
38356,Transformers: Dark of the Moon,"['action', 'sciencefiction', 'adventure']","['moon', 'spacecraft', 'traitor', 'bodyguard', 'alienplanet', 'basedoncartoon', 'transformers', 'giantrobot', 'sabotage', 'worddomination', 'commando', 'duringcreditsstinger']","['shialabeouf', 'johnmalkovich', 'kenjeong', 'francesmcdormand', 'joshduhamel']",michaelbay,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,6.1,3299,2011-06-28,195000000.0,1123746996.0,154.0,en,2011,4.762805107692308,Long,6.097198620874023,moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger shialabeouf johnmalkovich kenjeong francesmcdormand joshduhamel michaelbay action sciencefiction adventure,245
217,Indiana Jones and the Kingdom of the Crystal Skull,"['adventure', 'action']","['savingtheworld', 'riddle', 'whip', 'treasure', 'mexicocity', 'leatherjacket', 'machinegun', 'alienphenomenons', 'mayacivilization', 'peru', 'treasurehunt', 'nuclearexplosion', 'refrigerator', 'archaeologist', 'indianajones', 'archeology\xa0']","['harrisonford', 'cateblanchett', 'shialabeouf', 'raywinstone', 'karenallen']",stevenspielberg,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,5.7,2495,2008-05-21,185000000.0,786636033.0,122.0,en,2008,3.2520866648648648,Standard,5.866374716130106,savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  harrisonford cateblanchett shialabeouf raywinstone karenallen stevenspielberg adventure action,287
105864,The Good Dinosaur,"['adventure', 'animation', 'family']","['tyrannosaurusrex', 'friends', 'alternatehistory', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey']","['raymondochoa', 'jackbright', 'jeffreywright', 'francesmcdormand', 'maleahnipay-padilla']",petersohn,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,6.6,1736,2015-11-14,175000000.0,331926147.0,93.0,en,2015,0.89672084,Standard,6.338811603311941,tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey raymondochoa jackbright jeffreywright francesmcdormand maleahnipay-padilla petersohn adventure animation family,194
62177,Brave,"['animation', 'adventure', 'comedy', 'family', 'action', 'fantasy']","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebelliousdaughter', 'turnsintoanimal', 'archery', 'ruins', 'aftercreditsstinger', 'peaceoffering', 'womandirector', 'courage', '3d']","['kellymacdonald', 'juliewalters', 'billyconnolly', 'emmathompson', 'kevinmckidd']",brendachapman,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,6.7,4641,2012-06-21,185000000.0,538983207.0,93.0,en,2012,1.9134227405405408,Standard,6.5275408517576015,scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d kellymacdonald juliewalters billyconnolly emmathompson kevinmckidd brendachapman animation adventure comedy family action fantasy,290
188927,Star Trek Beyond,"['action', 'adventure', 'sciencefiction']","['sequel', 'stranded', 'hatred', 'spaceopera']","['chrispine', 'zacharyquinto', 'karlurban', 'simonpegg', 'zoesaldana']",justinlin,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,6.6,2568,2016-07-07,185000000.0,343471816.0,122.0,en,2016,0.8566044108108108,Standard,6.388128221422976,sequel stranded hatred spaceopera chrispine zacharyquinto karlurban simonpegg zoesaldana justinlin action adventure sciencefiction,130
10681,WALL·E,"['animation', 'family']",['romanticcomedy'],"['benburtt', 'elissaknight', 'jeffgarlin', 'fredwillard', 'johnratzenberger']",andrewstanton,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,7.8,6296,2008-06-22,180000000.0,521311860.0,98.0,en,2008,1.896177,Standard,7.41402539767877,romanticcomedy benburtt elissaknight jeffgarlin fredwillard johnratzenberger andrewstanton animation family,107
5174,Rush Hour 3,"['action', 'comedy', 'crime', 'thriller']",['ambassador'],"['christucker', 'jackiechan', 'hiroyukisanada', 'maxvonsydow', 'yvanattal']",brettratner,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",22.57178,6.1,783,2007-08-08,140000000.0,258022233.0,91.0,en,2007,0.84301595,Standard,6.094509878262837,ambassador christucker jackiechan hiroyukisanada maxvonsydow yvanattal brettratner action comedy crime thriller,111
14161,2012,"['action', 'adventure', 'sciencefiction']","['civilization', 'naturaldisaster', 'endoftheworld', 'disaster', 'apocalypse', 'destruction', 'volcaniceruption', 'mayan', 'ark', 'solar', 'destructionofmankind']","['johncusack', 'amandapeet', 'chiwetelejiofor', 'thandienewton', 'oliverplatt']",rolandemmerich,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,5.6,4903,2009-10-10,200000000.0,769653595.0,158.0,en,2009,2.848267975,Long,5.734216660467886,civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor thandienewton oliverplatt rolandemmerich action adventure sciencefiction,239
17979,A Christmas Carol,"['animation', 'drama']","['holiday', 'basedonnovel', 'victorianengland', 'money', 'christmaseve', 'scrooge', 'christmascarol', 'ghost', 'lesson', 'charlesdickens', 'christmas']","['garyoldman', 'jimcarrey', 'stevevalentine', 'darylsabara', 'sageryan']",robertzemeckis,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,6.6,1095,2009-11-04,200000000.0,325233863.0,96.0,en,2009,0.626169315,Standard,6.28173729967894,holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas garyoldman jimcarrey stevevalentine darylsabara sageryan robertzemeckis animation drama,205
76757,Jupiter Ascending,"['sciencefiction', 'fantasy', 'action', 'adventure']","['jupiter', 'space', 'womandirector', '3d', 'interspeciesromance']","['milakunis', 'channingtatum', 'seanbean', 'eddieredmayne', 'douglasbooth']",lillywachowski,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",85.36908,5.2,2768,2015-02-04,176000003.0,183987723.0,124.0,en,2015,0.0453847719536686,Standard,5.55606291135772,jupiter space womandirector 3d interspeciesromance milakunis channingtatum seanbean eddieredmayne douglasbooth lillywachowski sciencefiction fantasy action adventure,165
258489,The Legend of Tarzan,"['action', 'adventure']","['africa', 'feralchild', 'tarzan', 'jungle', 'animalattack']","['alexanderskarsgård', 'margotrobbie', 'christophwaltz', 'samuell.jackson', 'djimonhounsou']",davidyates,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,5.5,2430,2016-06-29,180000000.0,356743061.0,109.0,en,2016,0.9819058944444444,Standard,5.755048307299738,africa feralchild tarzan jungle animalattack alexanderskarsgård margotrobbie christophwaltz samuell.jackson djimonhounsou davidyates action adventure,149
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['adventure', 'family', 'fantasy']","['savingtheworld', 'witch', 'basedonnovel', 'brothersisterrelationship', 'selfsacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-talefigure', 'battle', 'narnia', 'fantasyworld', 'duringcreditsstinger']","['williammoseley', 'annapopplewell', 'skandarkeynes', 'georgiehenley', 'liamneeson']",andrewadamson,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",67.391328,6.7,2629,2005-12-07,180000000.0,748806957.0,143.0,en,2005,3.16003865,Standard,6.449869766503604,savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger williammoseley annapopplewell skandarkeynes georgiehenley liamneeson andrewadamson adventure family fantasy,274
246655,X-Men: Apocalypse,['sciencefiction'],"['mutant', 'supernaturalpowers', 'marvelcomic', 'superhero', 'basedoncomicbook', 'superhuman', 'apocalypse', 'superheroteam', 'worlddomination', 'aftercreditsstinger', '1980s']","['jamesmcavoy', 'michaelfassbender', 'jenniferlawrence', 'nicholashoult', 'oscarisaac']",bryansinger,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,6.4,4721,2016-05-18,178000000.0,543934787.0,144.0,en,2016,2.05581341011236,Standard,6.313725065536208,mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s jamesmcavoy michaelfassbender jenniferlawrence nicholashoult oscarisaac bryansinger sciencefiction,241
155,The Dark Knight,"['drama', 'action', 'crime', 'thriller']","['dccomics', 'crimefighter', 'secretidentity', 'scarecrow', 'sadism', 'chaos', 'gothamcity', 'vigilante', 'joker', 'superhero', 'basedoncomicbook', 'tragichero', 'organizedcrime', 'criminalmastermind', 'districtattorney', 'imax', 'supervillain', 'superpowers', 'batman']","['christianbale', 'heathledger', 'aaroneckhart', 'michaelcaine', 'maggiegyllenhaal']",christophernolan,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",187.322927,8.2,12002,2008-07-16,185000000.0,1004558444.0,152.0,en,2008,4.430045643243243,Long,7.92002024470956,dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman christianbale heathledger aaroneckhart michaelcaine maggiegyllenhaal christophernolan drama action crime thriller,326
14160,Up,"['animation', 'comedy', 'family', 'adventure']","['agedifference', 'centralandsouthamerica', 'balloon', 'animation', 'floatingintheair', 'duringcreditsstinger', 'exploring']","['edasner', 'christopherplummer', 'jordannagai', 'bobpeterson', 'delroylindo']",petedocter,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",92.201962,7.7,6870,2009-05-13,175000000.0,735099082.0,96.0,en,2009,3.200566182857143,Standard,7.360576936621906,agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring edasner christopherplummer jordannagai bobpeterson delroylindo petedocter animation comedy family adventure,210
15512,Monsters vs Aliens,"['animation', 'family', 'adventure', 'sciencefiction']","['alien', 'giantrobot', 'duringcreditsstinger']","['sethrogen', 'reesewitherspoon', 'hughlaurie', 'paulrudd', 'kiefersutherland']",conradvernon,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",36.167578,6.0,1423,2009-03-19,175000000.0,381509870.0,94.0,en,2009,1.1800564,Standard,6.0519556616416885,alien giantrobot duringcreditsstinger sethrogen reesewitherspoon hughlaurie paulrudd kiefersutherland conradvernon animation family adventure sciencefiction,156
1726,Iron Man,"['action', 'sciencefiction', 'adventure']","['middleeast', 'armsdealer', 'malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'tonystark', 'ironman', 'aftercreditsstinger', 'marvelcinematicuniverse', 'counterterrorism', 'agentcoulson']","['robertdowneyjr.', 'terrencehoward', 'jeffbridges', 'shauntoub', 'gwynethpaltrow']",jonfavreau,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",120.725053,7.4,8776,2008-04-30,140000000.0,585174222.0,126.0,en,2008,3.179815871428572,Standard,7.1734858489295865,middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson robertdowneyjr. terrencehoward jeffbridges shauntoub gwynethpaltrow jonfavreau action sciencefiction adventure,270
44826,Hugo,"['adventure', 'drama', 'family']","['library', 'clock', 'filmdirector', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'legbrace', 'doberman', '3d']","['benkingsley', 'sachabaroncohen', 'asabutterfield', 'chloëgracemoretz', 'raywinstone']",martinscorsese,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",32.319043,7.0,2141,2011-11-22,170000000.0,185770160.0,126.0,en,2011,0.0927656470588235,Standard,6.580602149790973,library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d benkingsley sachabaroncohen asabutterfield chloëgracemoretz raywinstone martinscorsese adventure drama family,215
8487,Wild Wild West,"['action', 'adventure', 'comedy', 'sciencefiction', 'western']","['steampunk', 'basedontvseries', 'steamlocomotive', 'drag']","['willsmith', 'kevinkline', 'kennethbranagh', 'salmahayek', 'm.emmetwalsh']",barrysonnenfeld,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,40.748915,5.1,1020,1999-06-29,170000000.0,222104681.0,106.0,en,1999,0.3064981235294117,Standard,5.738122094485797,steampunk basedontvseries steamlocomotive drag willsmith kevinkline kennethbranagh salmahayek m.emmetwalsh barrysonnenfeld action adventure comedy sciencefiction western,169
1735,The Mummy: Tomb of the Dragon Emperor,"['adventure', 'action', 'fantasy']",[],"['brendanfraser', 'jetli', 'johnhannah', 'mariabello', 'lukeford']",robcohen,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",60.034162,5.2,1387,2008-07-01,145000000.0,401128639.0,112.0,en,2008,1.7664044068965516,Standard,5.708516213455139, brendanfraser jetli johnhannah mariabello lukeford robcohen adventure action fantasy,85
297761,Suicide Squad,"['action', 'adventure', 'crime', 'fantasy', 'sciencefiction']","['dccomics', 'shareduniverse', 'antihero', 'secretmission', 'villain', 'superhero', 'supervillain', 'dcextendeduniverse']","['willsmith', 'margotrobbie', 'joelkinnaman', 'violadavis', 'jaredleto']",davidayer,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",90.23792,5.9,7458,2016-08-02,175000000.0,745000000.0,123.0,en,2016,3.257142857142857,Standard,5.938002688662085,dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse willsmith margotrobbie joelkinnaman violadavis jaredleto davidayer action adventure crime fantasy sciencefiction,209
2698,Evan Almighty,"['fantasy', 'comedy', 'family']","['fathersonrelationship', 'dailylife', 'marriedcouple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah'sark""]","['stevecarell', 'laurengraham', 'johngoodman', 'jimmybennett', 'johnmichaelhiggins']",tomshadyac,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,5.3,1151,2007-06-09,175000000.0,173000000.0,96.0,en,2007,-0.0114285714285714,Standard,5.787164044583596,fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark stevecarell laurengraham johngoodman jimmybennett johnmichaelhiggins tomshadyac fantasy comedy family,239
137113,Edge of Tomorrow,"['action', 'sciencefiction']","['dejavu', 'timewarp', 'restart', 'dystopia', 'war', 'alien', 'militaryofficer', 'soldier', 'alieninvasion', 'exoskeleton']","['tomcruise', 'emilyblunt', 'brendangleeson', 'billpaxton', 'jonasarmstrong']",dougliman,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",79.456485,7.6,4858,2014-05-27,178000000.0,370541256.0,113.0,en,2014,1.0816924494382023,Standard,7.186047457570963,dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton tomcruise emilyblunt brendangleeson billpaxton jonasarmstrong dougliman action sciencefiction,186
9804,Waterworld,"['adventure', 'action']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']","['kevincostner', 'chaimgirafi', 'rickaviles', 'r.d.call', 'zittokazann']",kevinreynolds,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",44.640292,5.9,992,1995-07-28,175000000.0,264218220.0,135.0,en,1995,0.5098184,Standard,6.024819175691846,ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles r.d.call zittokazann kevinreynolds adventure action,131
14869,G.I. Joe: The Rise of Cobra,"['adventure', 'action', 'thriller', 'sciencefiction']","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']","['dennisquaid', 'channingtatum', 'marlonwayans', 'siennamiller', 'josephgordon-levitt']",stephensommers,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,5.6,1962,2009-08-04,175000000.0,302469017.0,118.0,en,2009,0.7283943828571429,Standard,5.838082358403906,terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra dennisquaid channingtatum marlonwayans siennamiller josephgordon-levitt stephensommers adventure action thriller sciencefiction,252
150540,Inside Out,"['drama', 'comedy', 'animation', 'family']","['dream', 'cartoon', 'imaginaryfriend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']","['amypoehler', 'phyllissmith', 'richardkind', 'billhader', 'lewisblack']",petedocter,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.655964,8.0,6560,2015-06-09,175000000.0,857611174.0,94.0,en,2015,3.90063528,Standard,7.5823785714991185,dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions amypoehler phyllissmith richardkind billhader lewisblack petedocter drama comedy animation family,197
278927,The Jungle Book,"['family', 'adventure', 'drama', 'fantasy']","['basedonnovel', 'snake', 'wolf', 'elephant', 'tiger', 'feralchild', 'panther', 'remake', 'bear', 'jungle', 'talkinganimal', 'orphan', 'animal', 'talkingtoanimals']","['neelsethi', 'billmurray', 'benkingsley', 'idriselba', 'scarlettjohansson']",jonfavreau,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",94.199316,6.7,2892,2016-04-07,175000000.0,966550600.0,106.0,en,2016,4.523146285714286,Standard,6.463776466023635,basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals neelsethi billmurray benkingsley idriselba scarlettjohansson jonfavreau family adventure drama fantasy,224
10138,Iron Man 2,"['adventure', 'action', 'sciencefiction']","['malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'revenge', 'aftercreditsstinger', 'marvelcinematicuniverse']","['robertdowneyjr.', 'gwynethpaltrow', 'doncheadle', 'scarlettjohansson', 'mickeyrourke']",jonfavreau,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",77.300194,6.6,6849,2010-04-28,200000000.0,623933331.0,124.0,en,2010,2.119666655,Standard,6.492534958086217,malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse robertdowneyjr. gwynethpaltrow doncheadle scarlettjohansson mickeyrourke jonfavreau adventure action sciencefiction,213
58595,Snow White and the Huntsman,"['adventure', 'fantasy', 'drama']","['queen', 'magic', 'fairytale', 'immortality', 'forest', 'deception', 'woman', 'eternalyouth', 'snowwhite', 'evilqueen', 'evilstepmother', 'imprisoned', 'sorceress']","['kristenstewart', 'charlizetheron', 'chrishemsworth', 'samclaflin', 'ianmcshane']",rupertsanders,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",77.178973,5.8,3118,2012-05-30,170000000.0,396600000.0,127.0,en,2012,1.3329411764705883,Standard,5.908370630876886,queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress kristenstewart charlizetheron chrishemsworth samclaflin ianmcshane rupertsanders adventure fantasy drama,230
102651,Maleficent,"['fantasy', 'adventure', 'action', 'family', 'romance']","['fairytale', 'villain', 'sleepingbeauty', 'darkfantasy', 'basedonfairytale', 'adaptation', 'retelling', 'literaryadaptation', '3d']","['angelinajolie', 'ellefanning', 'sharltocopley', 'samriley', 'junotemple']",robertstromberg,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.620647,7.0,4496,2014-05-28,180000000.0,758539785.0,97.0,en,2014,3.2141099166666667,Standard,6.736525668552382,fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d angelinajolie ellefanning sharltocopley samriley junotemple robertstromberg fantasy adventure action family romance,220
119450,Dawn of the Planet of the Apes,"['sciencefiction', 'action', 'drama', 'thriller']","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medicalresearch', 'animalattack', 'plague', '3d']","['andyserkis', 'jasonclarke', 'garyoldman', 'kerirussell', 'tobykebbell']",mattreeves,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",243.791743,7.3,4410,2014-06-26,170000000.0,710644566.0,130.0,en,2014,3.1802621529411765,Standard,6.944633537366078,leader colony post-apocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3d andyserkis jasonclarke garyoldman kerirussell tobykebbell mattreeves sciencefiction action drama thriller,225
79698,The Lovers,"['action', 'adventure', 'sciencefiction', 'romance']",[],"['joshhartnett', 'simonekessell', 'tamsinegerton', 'aliceenglert', 'bipashabasu']",rolandjoffé,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",2.418535,4.8,34,2015-02-13,27000000.0,,109.0,en,2015,-1.0,Standard,6.068707645203056, joshhartnett simonekessell tamsinegerton aliceenglert bipashabasu rolandjoffé action adventure sciencefiction romance,118
64686,47 Ronin,"['drama', 'action', 'adventure', 'fantasy']","['japan', 'suicide', 'samurai', 'basedontruestory', 'samuraisword', 'ronin', 'shogun', 'halfbreed', '3d']","['keanureeves', 'hiroyukisanada', 'koushibasaki', 'tadanobuasano', 'mintanaka']",carlrinsch,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",41.796339,5.9,1326,2013-12-06,175000000.0,150962475.0,119.0,en,2013,-0.1373572857142857,Standard,6.011644607154027,japan suicide samurai basedontruestory samuraisword ronin shogun halfbreed 3d keanureeves hiroyukisanada koushibasaki tadanobuasano mintanaka carlrinsch drama action adventure fantasy,183
